id,bank,category,merchant_name,merchant_locations_or_group,benefit_summary,benefit_type,percentages,promotion_days,day_text,validity,caps_and_minimums,level_rules,source_url
1987bff56fc6bd58,Continental,Gastronomía,Unaghi Sushi Bar,,35%; 35% de reintegro; 25% de reintegro; 20% de descuento,reintegro,35%; 25%; 20%,sábado; domingo,Los sábados,Vigente hasta el 24 de octubre de 2026,Límite de compra mensual de hasta Gs; Gs. 2.000.000; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
5e8d6f33c2cb43f9,Continental,Gastronomía,Ña Virginia,,35%; 35% de reintegro; 25% de reintegro; 20% de reintegro,reintegro,35%; 25%; 20%,sábado; domingo,Los sábados,Vigente hasta el 24 de octubre de 2026,Límite de compra mensual de hasta Gs; Gs. 2.000.000; Gs. 1.000.000; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
acc0fb84f566d4ac,Continental,Heladerías,Kekala,,20%; 20% de reintegro,reintegro,20%,sábado; domingo,Los sábados,Vigente hasta el 12 de junio de 2027,Límite de compra mensual de hasta Gs; Gs. 300.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
612938efa3877640,Continental,Hogar,ARC Electrodomésticos,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 10 de diciembre de 2026,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
7107bbfd93af0bbb,Continental,Hogar,Arte & Company,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 27 de noviembre del 2026,Límites de compras: - Cuotas sin intereses con límite de compra mensual de Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
baa4ff7557657b94,Continental,Hogar,Bazar Emanuel,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 19 de abril de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
028fdc7e871cf02b,Continental,Hogar,Bella Casa,,10%; hasta 12 cuotas sin intereses; 10% de reintegro,cuotas_sin_intereses,10%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 20 de agosto de 2026,Límite de compra mensual de hasta Gs; límite de compra mensual de hasta Gs; Gs. 2.000.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
20b4ae3628c63765,Continental,Hogar,Bristol,,Hasta 18 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,"Vigente hasta el 28 de enero del 2027 (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal",Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
e10b10054a20476d,Continental,Hogar,Casa Mariela,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 09 de mayo de 2027,Límite de compra mensual de Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
6add3217e4774bf1,Continental,Hogar,Classic Home,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente desde el 20 de agosto de 2026 hasta el 19 de agosto de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
cd55be625f5c0a60,Continental,Hogar,Comercial Cerrito,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 06 de noviembre de 2026,Límites de compras: - Cuotas sin intereses con límite de compra mensual de Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
bc07717dc7d4d71d,Continental,Hogar,Comercial Santo Domingo,,hasta 12 cuotas sin intereses; 25% de descuento,cuotas_sin_intereses,25%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 10 de marzo de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
ed0598029bcce876,Continental,Hogar,DHome,,20%; Hasta 12 cuotas sin intereses; 20% de reintegro,cuotas_sin_intereses,20%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 10 de junio de 2027,Límite de compra mensual de Gs; Gs. 2.000.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
1ee362049706710e,Continental,Hogar,Deco Hogar - Los Hnos. S.A,,20%; hasta 12 cuotas sin intereses; 20% de reintegro,cuotas_sin_intereses,20%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 15 de abril de 2027,Límite de compra mensual de hasta Gs; Gs. 10.000.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
b465c47318e73033,Continental,Hogar,Electrocenter (Aquino e Hijos S.A),,Hasta 18 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 29 de octubre del 2026,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
c7de9e6ac640153e,Continental,Hogar,Electroluz,,20%; 20% de reintegro,reintegro,20%,jueves,Los jueves,Vigente hasta el 22 de julio de 2027,Límite de compra mensual de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
85ba1656225b0c7a,Continental,Hogar,Eurohome,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 22 de mayo de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
5f106dbc39f0efa4,Continental,Hogar,Fortezza,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 15 de junio de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
666ca334c54574a6,Continental,Hogar,Framafix,,10%,cuotas_sin_intereses,10%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 19 de diciembre del 2026,Límites de compras: - Cuotas sin intereses con límite de compra mensual de Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
276dc9a59a7642ac,Continental,Hogar,GA Iluminación & Casa (GAILUM PARAGUAY),,Hasta 18 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,"Vigente hasta el 26 de septiembre del 2026 Las promociones aplican únicamente para compras o pagos presenciales, vía POS físico",Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
f87ba2b46f9ed3af,Continental,Hogar,Glan Living,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 03 de julio de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
5af6e78dc5efab8d,Continental,Hogar,Grill West,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 24 de septiembre del 2026,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
23edada849b0a2de,Continental,Hogar,Grupo Sauce - electrodomésticos,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,"Vigente hasta el 17 de septiembre de 2026 Las promociones aplican únicamente para compras o pagos presenciales, vía POS físico",Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
193e69333fa16c81,Continental,Hogar,Hoc Cell,,10%; Hasta 12 cuotas sin intereses; 10% de descuento,cuotas_sin_intereses,10%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 11 de junio de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
f73902beca91770d,Continental,Hogar,Hogar Feliz,,Hasta 18 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 04 de noviembre de 2026,Límites de compras: - Cuotas sin intereses con límite de compra mensual de Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
18ac2c9f3de089fc,Continental,Hogar,Hydro Clean,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 22 de septiembre del 2026,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
ea44b0918408a1d7,Continental,Hogar,Impacto,,10%; hasta 18 cuotas sin intereses; 10% de reintegro; 5% de reintegro; 15% de descuento,cuotas_sin_intereses,10%; 5%; 15%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente desde el 21 de febrero al 21 de noviembre del 2026,Límite de compra mensual de hasta Gs; límite de compra mensual de hasta Gs; Gs. 20.000.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
620e33b58f67833b,Continental,Hogar,Inoga - Inmapol,,Hasta 18 cuotas sin intereses; 25% de descuento,cuotas_sin_intereses,25%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta 31 de julio de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
bcbf41bd14dd01c6,Continental,Hogar,Inverfin,,Hasta 18 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 08 de agosto de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
dd823e542cf4830d,Continental,Hogar,Luminotecnia,,hasta 12 cuotas sin intereses; 20% de reintegro; 25% de reintegro,cuotas_sin_intereses,20%; 25%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 15 de octubre del 2026,Límites de compras: - Reintegros con límite de compra mensual de hasta Gs; Gs. 2.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
52f76221d328e3ce,Continental,Hogar,Meyer Gini,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 05 de noviembre de 2026,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
69d64b1781188e82,Continental,Hogar,Muebles Schmitz,,Hasta 18 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 08 de diciembre de 2026,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
aabb73bf9b910d7d,Continental,Hogar,NGO,,Hasta 24 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 10 de agosto de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
c3f3ab0d50f4f7bd,Continental,Hogar,Novedades Cristian,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 22 de agosto de 2026,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
3f088160fceb9da0,Continental,Hogar,Nuñez Electrodomésticos,,Hasta 12 cuotas sin intereses; 30% de descuento,cuotas_sin_intereses,30%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 30 de enero de 2027,Límite de compras mensual de hasta Gs; Gs. 50.000.000.,,https://www.bancontinental.com.py/api/comercios?_limit=-1
1c2c1fb8a1e1424f,Continental,Hogar,Olier,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 22 de enero de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
3ad0d3c3e3269477,Continental,Hogar,Pablito y Mirian Distribuidora,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 01 de octubre del 2026,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
dbb3a9ce165d1004,Continental,Hogar,Plastienvase,,20%; 20% de reintegro,reintegro,20%,jueves,los jueves,"Vigente hasta el 04 de marzo del 2027 (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal",Límite de compras mensual de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
77cb90f3fe37b160,Continental,Hogar,Premium Colchones (Ortega Vigilancia),,30%; Hasta 12 cuotas sin intereses; 30% de descuento,cuotas_sin_intereses,30%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 26 de julio de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
bad7c74503b93879,Continental,Hogar,Produtel,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 09 de julio de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
61b7b3229591dc73,Continental,Hogar,Progresar Electrodomésticos,,20%; hasta 12 cuotas sin intereses; 20% de reintegro,cuotas_sin_intereses,20%,jueves,los jueves,"Vigente hasta el 25 de febrero del 2027 (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal",Límite de compra mensual de hasta Gs; Gs. 5.000.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
5d46895882cd8316,Continental,Hogar,Refrinar,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 26 de noviembre del 2026,Límites de compras: - Cuotas sin intereses con límite de compra mensual de Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
cb394969bce93aae,Continental,Hogar,Rovus Tapizado,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 13 de noviembre del 2026,Límites de compras: - Cuotas sin intereses con límite de compra mensual de Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
b417dff3068a5f4d,Continental,Hogar,San Rafael Hogar,,20%; hasta 18 cuotas sin intereses; 20% de descuento,cuotas_sin_intereses,20%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 13 de febrero del 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
5d71acdda81bdb6e,Continental,Hogar,Show S.A.,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 03 de marzo de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
c61ad13e009b8bfc,Continental,Hogar,Sleep Center,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 10 de septiembre de 2026,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
70b7fdd4ebf09e4f,Continental,Hogar,Spinelli S.A,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 23 de agosto del 2026,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
7592e4b9fda3de0d,Continental,Hogar,Spinelli S.R.L,,Hasta 24 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 14 de enero del 2027,Límite de compras mensual de Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
082040e2d37f9888,Continental,Hogar,Sueñolar,,Hasta 18 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 31 de diciembre del 2026,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
66663e113fea54e2,Continental,Hogar,Tu Hogar,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 25 de junio de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
fab26a324cd3bae5,Continental,Hogar,Unamo,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 08 de diciembre de 2026,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
9d18785e82542131,Continental,Hogar,Vera e Hijos,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 24 de mayo de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
32877c835f9cb889,Continental,Hogar,Villa Morra Garden House,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 22 de enero de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
92d7c4c7147c3ed0,Continental,Hogar,ZR Distribuidora,,20%; hasta 12 cuotas sin intereses; 20% de reintegro,cuotas_sin_intereses,20%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 11 de febrero de 2027,Límite de compra mensual de hasta Gs; límite de compra mensual de Gs; Gs. 4.000.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
d39cb77be129abda,Continental,Hogar,Ánima - Anima,,Hasta 18 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 21 de septiembre del 2026,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
10e504f2c07f0c9d,Continental,Hogar,Ñe'ẽ Porã Tecnologia y confort,,20% de reintegro,cuotas_sin_intereses,20%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 17 de octubre del 2026,Límites de compras: - Reintegros con límite de compra mensual de hasta Gs; límite de compra mensual de Gs; Gs. 5.000.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
2654e15ba4d3966e,Continental,Hoteles,Hotel Casa Blanca,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 29 de octubre de 2026,Límites de compras: - Cuotas sin intereses con límite de compra mensual de Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
2509a4b001f093bd,Continental,Hoteles,Hotel Ibis,,15%; hasta 6 cuotas sin intereses; 15% de reintegro,cuotas_sin_intereses,15%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 11 de marzo de 2027,Límite de compras mensual de hasta Gs; Gs. 2.000.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
1ec815ec358df2bc,Continental,Hoteles,Hotel Los Olivos,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,"Vigente hasta el 02 de abril de 2027 (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal",Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
7d898fe22a404801,Continental,Hoteles,Hotel Luxsur,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 25 de septiembre del 2026,Límites de compras: - Cuotas sin intereses con límite de compra mensual de Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
ecbdcb7cf235a791,Continental,Hoteles,Hotel Savoy,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 29 de septiembre de 2026,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
f068f5bf872265a1,Continental,Hoteles,Hotel Tower's,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 12 de junio de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
893e280ece069c8e,Continental,Hoteles,Hotel de Colleville,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,"Vigente hasta el 27 de marzo de 2027 (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal",Límite de compras mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
c226b763defc2ac9,Continental,Hoteles,La Candelaria - Hotel,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 06 de junio de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
8dcb1481a6b391d3,Continental,Hoteles,Las Hortensias - Hotel,,35%; 35% de reintegro; 30% de reintegro,reintegro,35%; 30%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,No especificado,Límites de compras: - Reintegros con límite de compra mensual de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
d1f40943987b04a3,Continental,Hoteles,Restaurante - Don Papalo,,20%; hasta 12 cuotas sin intereses; 20% de reintegro,cuotas_sin_intereses,20%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 06 de diciembre de 2026,Límite de compra mensual de hasta Gs; Gs. 5.000.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
b5f14bdcdf7f1fff,Continental,Indumentaria,Camping 44,,25%; Hasta 12 cuotas sin intereses; 25% de reintegro; 20% de reintegro,cuotas_sin_intereses,25%; 20%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 08 de julio de 2027,Límite de compra mensual de hasta Gs; Gs. 3.000.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
790bab08cad62bb7,Continental,Indumentaria,Estilo Sport Shop,,20%; Hasta 12 cuotas sin intereses; 20% de reintegro,cuotas_sin_intereses,20%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 27 de mayo de 2027,Límite de compra mensual de Gs; Gs. 1.000.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
c4fa76931a452734,Continental,Indumentaria,Las Palmeras Race y Pelotón Ciclismo,,Hasta 24 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 01 de julio de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
e880b9dafb84d59f,Continental,Industrial,Tecnomaq PY,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 12 de octubre de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
5d33cd2cf5c8ce7d,Continental,Inmobiliarias,Itacuá Bienes Raíces,,hasta 24 cuotas sin intereses; 10% de descuento,cuotas_sin_intereses,10%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 15 de marzo de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
7aca0a333672af68,Continental,Inmobiliarias,Rectora SAE,,Hasta 18 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 14 de agosto de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
21e309de0fe38845,Continental,Joyerías,Franz Di Cor,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente desde el 08 de agosto de 2026 al 07 de agosto de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
c5a499dd58ba807f,Continental,Joyerías,PDPAOLA,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 14 de agosto de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
551fd1fc79f0eaa3,Continental,Joyerías,Pandora,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 14 de agosto de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
52785709e45fa1d0,Continental,Joyerías,Relojeria Diamante,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 03 de agosto de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
