Categoría,Banco,Comercio/Promoción,Cantidad de descuento / beneficio,Día de promoción,Vigencia,Medios de pago,Detalle,Bases y condiciones,URL detalle,URL categoría
Hogar,Itaú,Kekas Design,10 Cuotas sin intereses; Tenes hasta 10 cuotas sin intereses.,No especificado,2026-08-04 hasta 2026-09-15,tarjeta de crédito,Del 15 de Agosto al 15 de Septiembre 2026. Pagando con tus tarjetas de crédito Itaú. Tenes hasta 10 cuotas sin intereses.,"Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 10 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=17037&c=30531,https://www.itau.com.py/beneficios2/categoria/8
Hogar,Itaú,Luminotecnia,10 Cuotas sin intereses 15 %; 15% de ahorro y hasta 10 cuotas sin intereses.,Aplica los sábados,2026-01-10 hasta 2026-12-26,tarjeta de crédito,"Del sábado 10 de enero al 26 de diciembre 2026. Pagando con tus tarjetas de crédito Itaú. Tenés 15% de ahorro y hasta 10 cuotas sin intereses. Aplica los sábados. El descuento aplica sobre productos seleccionados. No aplica a aires acondicionados ni para artículos que ya cuenten con promociones vigentes. Promoción no acumulable con otras ofertas, descuentos o beneficios.","*Con tus tarjetas de crédito Itaú podes elegir pagar en hasta 10 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del POS de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus repectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=15776&c=1112,https://www.itau.com.py/beneficios2/categoria/8
Hogar,Itaú,Luminotecnia,6 Cuotas sin intereses; hasta 6 cuotas sin intereses.,No especificado,2026-01-06 hasta 2026-12-31,tarjeta de crédito,Hasta el 31 de diciembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes hasta 6 cuotas sin intereses.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 6 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=16377&c=1112,https://www.itau.com.py/beneficios2/categoria/8
Hogar,Itaú,Tecnocentro,10 Cuotas sin intereses 45 % Hasta; Tenes hasta 45% de descuento y hasta 10 cuotas sin intereses,No especificado,2026-01-08 hasta 2026-08-31,tarjeta de crédito,Del 10 al 31 de agosto de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes hasta 45% de descuento y hasta 10 cuotas sin intereses.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 10 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=16181&c=1483,https://www.itau.com.py/beneficios2/categoria/8
Indumentaria,Itaú,Maestro,60 % Hasta 10 Cuotas sin intereses; Tenés hasta 50% de descuento en caja + 10% adicional vía reintegro pagando con GPAY y APPLE PAY + hasta 6 cuotas sin intereses,No especificado,2023-10-17 hasta 2026-08-26,tarjeta de crédito,"Los días 5, 12, 19 y 26 de agosto de 2026. Pagando con tus tarjetas de crédito Itaú. Tenés hasta 50% de descuento en caja + 10% adicional vía reintegro pagando con GPAY y APPLE PAY + hasta 10 cuotas sin intereses. Tope de compra Gs. 2.000.000.","*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 10 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=14761&c=1062,https://www.itau.com.py/beneficios2/categoria/9
Indumentaria,Itaú,Tiendas Martel,6 Cuotas sin intereses 50 % Hasta; Tenes hasta 50% de ahorro y hasta 6 cuotas sin intereses.,No especificado,2026-03-17 hasta 2026-08-31,tarjeta de crédito,Del 17 al 31 de agosto 2026. Pagando con tus tarjetas de crédito Itaú. Tenes hasta 50% de ahorro y hasta 6 cuotas sin intereses.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 6 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=16710&c=30119,https://www.itau.com.py/beneficios2/categoria/9
Indumentaria,Itaú,Todo Costura,12 Cuotas sin intereses; Hasta 12 cuotas sin intereses.,No especificado,2026-01-12 hasta 2026-12-31,tarjeta de crédito,Hasta el 31 de diciembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenés hasta 12 cuotas sin intereses.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, MasterCard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=15935&c=31552,https://www.itau.com.py/beneficios2/categoria/9
Indumentaria,Itaú,Wrangler,6 Cuotas sin intereses 50 % Hasta; Tenes hasta 50% de ahorro y hasta 6 cuotas sin intereses.,No especificado,2026-03-17 hasta 2026-08-31,tarjeta de crédito,Del 17 al 31 de agosto 2026. Pagando con tus tarjetas de crédito Itaú. Tenes hasta 50% de ahorro y hasta 6 cuotas sin intereses.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 6 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=16710&c=30120,https://www.itau.com.py/beneficios2/categoria/9
Niños,Itaú,AVENTURA PARK,10 % 10 Cuotas sin intereses; Tenés 10% de ahorro y hasta 10 cuotas sin intereses.,No especificado,2018-01-01 hasta 2026-09-30,tarjeta de crédito,Del 2 de julio al 30 de septiembre 2026. Pagando con tus tarjetas de crédito Itaú. Tenés 10% de ahorro y hasta 10 cuotas sin intereses.,"Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 10 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=10429&c=31960,https://www.itau.com.py/beneficios2/categoria/39
Niños,Itaú,Estoy Jugueteria,20 % 6 Cuotas sin intereses; 20% de ahorro y hasta 6 cuotas sin intereses.,Aplica los viernes,2025-06-06 hasta 2026-12-25,tarjeta de crédito,Hasta el 25 de diciembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 20% de ahorro y hasta 6 cuotas sin intereses. Aplica los viernes.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 6 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=16318&c=30144,https://www.itau.com.py/beneficios2/categoria/39
Niños,Itaú,Owoki,10 Cuotas sin intereses 20 % Hasta; 20% de ahorro y hasta 10 cuotas sin intereses.,No especificado,2025-12-01 hasta 2026-08-31,tarjeta de crédito,Del 9 de julio al 31 de agosto de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 15% de ahorro + 5% pagando con VISA INFINITE Y AMEX PLATINUM y hasta 10 cuotas sin intereses.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 10 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=16797&c=1302,https://www.itau.com.py/beneficios2/categoria/39
Shell,Itaú,Shell,20 %; 20% de REINTEGRO con tu tarjeta de Crédito ORO y PREMIUM.,todos los lunes,2026-01-05 hasta 2026-09-28,tarjeta de crédito,"Tanque lleno, todos los lunes. Del 23 de febrero al 30 de septiembre de 2026. 20% de REINTEGRO con tu tarjeta de Crédito ORO y PREMIUM (VISA PLATINUM, INTERVENTAJAS PLATINUM, AADVANTAGE PLATINUM, VISA PLATINUM CENTENARIO, LATAM PLATINUM, MC BLACK). Tope de compra Gs. 800.000 por mes, por cliente (titular + adicional). No aplica a PERSONAL BANK. Consultar Estaciones Adheridas en la página www.itau.com.py/Paginas/sobreitau_informes","Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. El tope de reintegro mensual aplica por cliente titular. Los consumos realizados con todas las tarjetas del titular, incluidas las adicionales, se acumulan en una única bolsa de combustible.",https://www.itau.com.py/beneficios2/Detalle?b=16918&c=31291,https://www.itau.com.py/beneficios2/categoria/16
Stock & Superseis,Itaú,Stock,15 %; 15% de ahorro.,todos los sábados,2025-09-06 hasta 2026-09-30,tarjeta de crédito,Desde el 7 de marzo hasta el 30 de septiembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 15% de reintegro. Aplica todos los sábados. Tope de compra mensual por cuenta/tarjeta en rubro supermercados. LEER BASES Y CONDICIONES. Aplica para consumo familiar.,"Aplica TARJETA FISICA, QR, GOOGLE PAY y APPLE PAY. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Tope de compra de Gs. 4.000.000 para AMEX PLATINUM/VISA INFINITE. Tope de compra de Gs. 2.500.000 para TC PREMIUM. Tope de compra de Gs. 1.000.000 para TC ORO. Tope de compra de Gs. 500.000 para TC CLASICAS.",https://www.itau.com.py/beneficios2/Detalle?b=16585&c=1457,https://www.itau.com.py/beneficios2/categoria/13
Stock & Superseis,Itaú,SuperSeis,15 %; 15% de ahorro.,todos los sábados,2025-09-06 hasta 2026-09-30,tarjeta de crédito,Desde el 7 de marzo hasta el 30 de septiembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 15% de reintegro. Aplica todos los sábados. Tope de compra mensual por cuenta/tarjeta en rubro supermercados. LEER BASES Y CONDICIONES. Aplica para consumo familiar.,"Aplica TARJETA FISICA, QR, GOOGLE PAY y APPLE PAY. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Tope de compra de Gs. 4.000.000 para AMEX PLATINUM/VISA INFINITE. Tope de compra de Gs. 2.500.000 para TC PREMIUM. Tope de compra de Gs. 1.000.000 para TC ORO. Tope de compra de Gs. 500.000 para TC CLASICAS.",https://www.itau.com.py/beneficios2/Detalle?b=16585&c=1464,https://www.itau.com.py/beneficios2/categoria/13
Super Real,Itaú,Super Real,15 %; 15% de ahorro.,Aplica los LUNES,2025-10-06 hasta 2026-09-30,tarjeta de crédito,Desde el 2 de marzo hasta el 30 de septiembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenés 15% de reintegro. Aplica los LUNES. Aplica en consumo familiar. Tope de compra por cuenta/tarjeta en rubro supermercados. LEER BASES Y CONDICIONES.,"*Aplica a compras por la web y locales físicos. Aplica TARJETA FISICA, QR, GOOGLE PAY y APPLE PAY. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre - pagas. Las tarjetas de créditos que acumulan puntos son Visa Infinite, Interventajas, American Express (Platimun, Gold y Green), Visa Platimun, Mastercard Black; afinidad Club Centenario y Touring. Las Tarjetas de crédito con las afinidades LATAM y AAdvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Tope de compra de Gs. 4.000.000 para AMEX PLATINUM/VISA INFINITE. Tope de compra de Gs. 2.500.000 para TC PREMIUM. Tope de compra de Gs. 1.000.000 para TC ORO. Tope de compra de Gs. 500.000 para TC CLASICAS.",https://www.itau.com.py/beneficios2/Detalle?b=15535&c=31460,https://www.itau.com.py/beneficios2/categoria/13
Supermercados,Itaú,Areté,15 %; Tenes 15% de ahorro.,Aplica los domingos,2026-01-04 hasta 2026-09-30,tarjeta de crédito,"Desde el 1 de marzo hasta el 30 de septiembre de 2026. Pagando con tus tarjetas de crédito de Itaú. Tenes 15% de reintegro. Tope de compra por mes, por cuenta en rubro supermercados. Aplica los domingos. Aplica a consumo familiar. LEER BASES Y CONDICIONES.","Aplica TARJETA FISICA, QR, GOOGLE PAY y APPLE PAY. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Tope de compra de Gs. 4.000.000 para AMEX PLATINUM/VISA INFINITE. Tope de compra de Gs. 2.500.000 para TC PREMIUM. Tope de compra de Gs. 1.000.000 para TC ORO. Tope de compra de Gs. 500.000 para TC CLASICAS.",https://www.itau.com.py/beneficios2/Detalle?b=16929&c=31447,https://www.itau.com.py/beneficios2/categoria/13
Supermercados,Itaú,CASA GRUTTER,15 % Hasta; Tenes 10% de reintegro para todas las Tarjetas de crédito y 15% para tarjetas de crédito Personal Bank VISA INFINITE y AMEX PLATINUM,No especificado,2026-08-04 hasta 2026-10-06,tarjeta de crédito,Del 4 de agosto al de 6 octubre de 2026. Pagando con tus tarjetas de crédito. Tenes 10% de reintegro para todas las Tarjetas de crédito y 15% para tarjetas de crédito Personal Bank VISA INFINITE y AMEX PLATINUM. Aplica el primer martes del mes. LEER BASES Y CONDICIONES PARA TOPES DE COMPRA.,"Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones. Tenes tope de compra: Personal Bank: Gs. 4.000.000 / Clásicas: Gs. 500.000/ Oro: Gs. 1.000.000/ Premium: Gs. 2.500.000.",https://www.itau.com.py/beneficios2/Detalle?b=17033&c=32034,https://www.itau.com.py/beneficios2/categoria/13
Teatro,Itaú,CIRKO MARISKO,20 % 10 Cuotas sin intereses; Tenes 20% de ahorro y hasta 10 cuotas sin intereses.,No especificado,2026-06-02 hasta 2026-09-12,tarjeta de crédito,Hasta el 12 de septiembre 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 20% de ahorro y hasta 10 cuotas sin intereses.,"Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 10 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones",https://www.itau.com.py/beneficios2/Detalle?b=17006&c=32001,https://www.itau.com.py/beneficios2/categoria/50
Teatro,Itaú,FACUNDO ARANA SOBRE LA MARCHA,20 % 10 Cuotas sin intereses; Tenes 20% de ahorro y hasta 10 cuotas sin intereses.,No especificado,2026-05-01 hasta 2026-09-15,tarjeta de crédito,Del 5 de agosto al 15 de septiembre 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 20% de ahorro y hasta 10 cuotas sin intereses.,"Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 10 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones",https://www.itau.com.py/beneficios2/Detalle?b=16987&c=32045,https://www.itau.com.py/beneficios2/categoria/50
Teatro,Itaú,HABLANDO HUEVADAS,20 % 10 Cuotas sin intereses; Tenes 20% de ahorro y hasta 10 cuotas sin intereses.,No especificado,2026-05-08 hasta 2026-09-30,tarjeta de crédito,Hasta el 30 de Septiembre 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 20% de ahorro y hasta 10 cuotas sin intereses.,"Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 10 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones",https://www.itau.com.py/beneficios2/Detalle?b=16989&c=31981,https://www.itau.com.py/beneficios2/categoria/50
Teatro,Itaú,LA JENNY,20 % 10 Cuotas sin intereses; Tenes 20% de ahorro y hasta 10 cuotas sin intereses.,No especificado,2026-05-08 hasta 2026-11-29,tarjeta de crédito,Hasta el 29 de noviembre 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 20% de ahorro y hasta 10 cuotas sin intereses.,"Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 10 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones",https://www.itau.com.py/beneficios2/Detalle?b=16990&c=31982,https://www.itau.com.py/beneficios2/categoria/50
Teatro,Itaú,RESET UNIPERSONAL STAND UP,20 % 10 Cuotas sin intereses; 20% de ahorro y hasta 10 cuotas sin intereses.,No especificado,2026-05-08 hasta 2026-10-23,tarjeta de crédito,Hasta el 23 de Octubre 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 20% de ahorro y hasta 10 cuotas sin intereses.,"Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 10 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones",https://www.itau.com.py/beneficios2/Detalle?b=16988&c=32047,https://www.itau.com.py/beneficios2/categoria/50
Tecnología,Itaú,Claro,12 Cuotas sin intereses; Tenes hasta 12 cuotas sin intereses.,No especificado,2025-07-07 hasta 2026-09-30,tarjeta de crédito,Hasta el 30 de Septiembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes hasta 12 cuotas sin intereses.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=16439&c=31596,https://www.itau.com.py/beneficios2/categoria/14
Tecnología,Itaú,Compumarket,15 Cuotas sin intereses; hasta 15 cuotas sin intereses.,No especificado,2024-12-09 hasta 2026-08-31,tarjeta de crédito,Del 10 de agosto al 31 de agosto de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes hasta 15 cuotas sin intereses.,"Con tus tarjetas de crédito Itaú podes elegir pagar en hasta 15 cuotas sin intereses. La cantidad de cuotas la elegís en el momento de la compra. Aplica para compras realizadas a través del POS de Bancard. No incluyen tarjetas pre-pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, MasterCard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=15970&c=1034,https://www.itau.com.py/beneficios2/categoria/14
Tecnología,Itaú,Personal,12 Cuotas sin intereses; hasta 12 cuotas sin intereses.,No especificado,2024-04-05 hasta 2026-09-30,tarjeta de crédito,Hasta el 30 de Septiembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes hasta 12 cuotas sin intereses.,"*Con tus tarjetas de crédito Itaú podes elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del POS de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=15164&c=30885,https://www.itau.com.py/beneficios2/categoria/14
Tecnología,Itaú,Tigo,12 Cuotas sin intereses; Hasta 12 cuotas sin intereses.,No especificado,2026-01-07 hasta 2026-09-30,tarjeta de crédito,Hasta el 30 de Septiembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes hasta 12 cuotas sin intereses.,"*Con tus tarjetas de crédito Itaú podes elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del POS de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus repectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=15030&c=31226,https://www.itau.com.py/beneficios2/categoria/14
Varios,Itaú,5 DIAS,10 Cuotas sin intereses; Tenas hasta 10 cuotas sin intereses.,No especificado,2021-09-24 hasta 2026-08-31,tarjeta de crédito,Del 10 de julio al 31 de agosto de 2026. Pagando con tus tarjetas de crédito Itaú. Tenas hasta 10 cuotas sin intereses.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 10 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. Promoción válida hasta el 31 de Diciembre de 2021.",https://www.itau.com.py/beneficios2/Detalle?b=12813&c=30610,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,ASOCIACION BRANGUS DEL PARAGUAY,10 Cuotas sin intereses; Hasta 10 Cuotas sin intereses con tarjetas de crédito Itaú,No especificado,2026-06-04 hasta 2026-08-31,tarjeta de crédito,Del 2 de junio al 31 de agosto 2026. Pagando con tus tarjetas de crédito Itaú. Tenes hasta 10 cuotas sin intereses.,"Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 10 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones",https://www.itau.com.py/beneficios2/Detalle?b=17008&c=32004,https://www.itau.com.py/beneficios2/categoria/16
