Categoría,Banco,Comercio/Promoción,Cantidad de descuento / beneficio,Día de promoción,Vigencia,Ciudad,Montos / topes,Detalle,Logo URL,Fuente API
Privilege,Continental,Meta Sports - Privilege,Hasta 12 cuotas sin intereses; 25% de reintegro,todos los días,Vigente hasta el 03 de junio de 2027,No especificado,Límite de compra mensual de hasta Gs; Gs. 3.000.000; Gs. 50.000.000,"Los jueves, en Meta Sports. - 25% de reintegro con Privilege Continental. Límite de compra mensual de hasta Gs. 3.000.000 por cuenta de tarjeta. Además, todos los días: - Hasta 12 cuotas sin intereses. Límite de compra mensual de hasta Gs. 50.000.000 por cuenta de tarjeta. Válido pagando con tarjetas de crédito Continental. Exclusivo en POS Dinelco. Aplica únicamente para compras o pagos presenciales, vía POS físico. No aplica para pagos online, a través de links de pago o POS virtuales. Vigente hasta el 03 de junio de 2027. (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin in currir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/imagen_72_046b4bb625.png,https://www.bancontinental.com.py/api/comercios?_limit=-1
Privilege,Continental,Nike - Privilege,25%; Hasta 12 cuotas sin intereses; 25% de reintegro,todos los días,Vigente hasta el 03 de junio de 2027,No especificado,Límite de compra mensual de hasta Gs; Gs. 3.000.000; Gs. 50.000.000,"Los jueves, en Nike. - 25% de reintegro con Privilege Continental. Límite de compra mensual de hasta Gs. 3.000.000 por cuenta de tarjeta. Además, todos los días: - Hasta 12 cuotas sin intereses. Límite de compra mensual de hasta Gs. 50.000.000 por cuenta de tarjeta. Válido pagando con tarjetas de crédito Continental. Exclusivo en POS Dinelco. Aplica únicamente para compras o pagos presenciales vía POS físico, con tarjeta física o QR. No aplica para pagos online, a través de links de pago o POS virtuales. Vigente hasta el 03 de junio de 2027. (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin in currir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/Nike_Privilege_fee417cb6a.png,https://www.bancontinental.com.py/api/comercios?_limit=-1
Privilege,Continental,O Boticário - Privilege,hasta 12 cuotas sin intereses; 25% de reintegro,todos los días,Vigente hasta el 01 de octubre del 2026,No especificado,Límites de compras: - Reintegros con límite de compra mensual de hasta Gs; límite de compra mensual de Gs; Gs. 2.000.000; Gs. 50.000.000,"Todos los jueves, en O Boticário. - 25% de reintegro en el extracto, y, todos los días, hasta 12 cuotas sin intereses pagando con las tarjetas de crédito Privilege Continental. exclusivamente a través del POS Dinelco. Límites de compras: - Reintegros con límite de compra mensual de hasta Gs. 2.000.000 por cuenta de tarjeta. - Cuotas sin intereses con límite de compra mensual de Gs. 50.000.000 Aplica únicamente para compras presenciales. No aplica para pagos a través de POS Virtual. Vigente hasta el 01 de octubre del 2026. (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/Logos_para_By_C_Privilege_32_0f7494dddb.png,https://www.bancontinental.com.py/api/comercios?_limit=-1
Privilege,Continental,Privilege - Peluquerías y Spa,35%; 35% de reintegro,los sábados,Vigente hasta el 16 de enero del 2027,No especificado,Límites de compras: - Reintegros con límite de compra mensual de hasta Gs; Gs. 2.000.000,"Todos los sábados, en Peluquerías y Spas. - 35% de reintegro en el extracto, pagando con las tarjetas de crédito Privilege Continental en todas las peluquerías y spas del país. Límites de compras: - Reintegros con límite de compra mensual de hasta Gs. 2.000.000 por cuenta de tarjeta, por rubro. Aplica únicamente para compras o pagos presenciales, vía POS físico. No aplica para pagos online, a través links de pagos o POS virtuales. Vigente hasta el 16 de enero del 2027. (*) La promo es exclusiva para las tarjetas de crédito Privilege Continental, no participan las tarjetas Pre Pagas, Cabal ni Gourmet Card. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/Restaurantes_Privilege_f4381f02bf.png,https://www.bancontinental.com.py/api/comercios?_limit=-1
Privilege,Continental,Privilege - Restaurantes,35%; 35% de reintegro,los sábados,Vigente hasta el 24 de octubre del 2026,No especificado,Límites de compras: - Reintegros con límite de compra mensual de hasta Gs; Gs. 2.000.000,"Todos los sábados y domingos, en restaurantes. - 35% de reintegro en el extracto, pagando con tu tarjeta de crédito Privilege Continental en todos los restaurantes del país. Límites de compras: - Reintegros con límite de compra mensual de hasta Gs. 2.000.000 por cuenta de tarjeta, por rubro. Aplica únicamente para compras o pagos presenciales, vía POS físico. No aplica para pagos online, a través links de pagos o POS virtuales. Vigente hasta el 24 de octubre del 2026. (*) La promo es exclusiva para las tarjetas de crédito Privilege Continental, no participan las tarjetas Pre Pagas, Cabal ni Gourmet Card. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago. .",https://www.bancontinental.com.py/uploads/Gastronomia_PRIVILEGE_9e5acf2cd1.png,https://www.bancontinental.com.py/api/comercios?_limit=-1
Privilege,Continental,Rookie - Privilege,Hasta 12 cuotas sin intereses; 25% de reintegro,todos los días,Vigente hasta el 03 de junio de 2027,No especificado,Límite de compra mensual de hasta Gs; Gs. 3.000.000; Gs. 50.000.000,"Los jueves, en Rookie. - 25% de reintegro con Privilege Continental. Límite de compra mensual de hasta Gs. 3.000.000 por cuenta de tarjeta. Además, todos los días: - Hasta 12 cuotas sin intereses. Límite de compra mensual de hasta Gs. 50.000.000 por cuenta de tarjeta. Válido pagando con tarjetas de crédito Continental. Exclusivo en POS Dinelco. Aplica únicamente para compras o pagos presenciales, vía POS físico. No aplica para pagos online, a través de links de pago o POS virtuales. Vigente hasta el 03 de junio de 2027. (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin in currir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/Rookie_ff5eecf404.png,https://www.bancontinental.com.py/api/comercios?_limit=-1
Privilege,Continental,Springfield - Privilege,hasta 12 cuotas sin intereses; 25% de reintegro,todos los días,Vigente hasta el 01 de octubre del 2026,No especificado,Límites de compras: - Reintegros con límite de compra mensual de hasta Gs; límite de compra mensual de Gs; Gs. 2.000.000; Gs. 50.000.000,"Todos los jueves, en Springfield. - 25% de reintegro en el extracto, y, todos los días, hasta 12 cuotas sin intereses pagando con las tarjetas de crédito Privilege Continental exclusivamente a través del POS Dinelco. Límites de compras: - Reintegros con límite de compra mensual de hasta Gs. 2.000.000 por cuenta de tarjeta. - Cuotas sin intereses con límite de compra mensual de Gs. 50.000.000 Aplica únicamente para compras presenciales. No aplica para pagos a través de POS Virtual. Vigente hasta el 01 de octubre del 2026. (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/Logos_para_By_C_Privilege_29_4f1ea18955.png,https://www.bancontinental.com.py/api/comercios?_limit=-1
Privilege,Continental,Top Tenis - Privilege,Hasta 12 cuotas sin intereses; 25% de reintegro,todos los días,Vigente hasta el 28 de mayo de 2027,Asunción,Límite de compra mensual de hasta Gs; Gs. 3.000.000; Gs. 50.000.000,"*Todos los jueves, en Top Tenis. - 25% de reintegro con Privilege Continental. Límite de compra mensual de hasta Gs. 3.000.000 por cuenta de tarjeta. Además, todos los días: - Hasta 12 cuotas sin intereses. Límite de compra mensual de hasta Gs. 50.000.000 por cuenta de tarjeta. Válido pagando con tarjetas de crédito Continental. Exclusivo en POS Dinelco. Aplica únicamente para compras o pagos presenciales, vía POS físico. No aplica para pagos online, a través de links de pago o POS virtuales. Vigente hasta el 28 de mayo de 2027. (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/Logos_para_By_C_Privilege_1_6f11b1cfbe.png,https://www.bancontinental.com.py/api/comercios?_limit=-1
Privilege,Continental,Vans - Privilege,25%; Hasta 12 cuotas sin intereses; 25% de reintegro,todos los días,Vigente hasta el 03 de junio de 2027,Asunción,Límite de compra mensual de hasta Gs; Gs. 3.000.000; Gs. 50.000.000,"Los jueves, en Vans. - 25% de reintegro con Privilege Continental. Límite de compra mensual de hasta Gs. 3.000.000 por cuenta de tarjeta. Además, todos los días: - Hasta 12 cuotas sin intereses. Límite de compra mensual de hasta Gs. 50.000.000 por cuenta de tarjeta. Válido pagando con tarjetas de crédito Continental. Exclusivo en POS Dinelco. Aplica únicamente para compras o pagos presenciales vía POS físico, con tarjeta física o QR. No aplica para pagos online, a través de links de pago o POS virtuales. Vigente hasta el 03 de junio de 2027. (*) No participan las tarjetas Prepagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin in currir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/Privilege_Takuaree_4a8d7f668f.png,https://www.bancontinental.com.py/api/comercios?_limit=-1
Privilege,Continental,Women'Secret - Privilege,hasta 12 cuotas sin intereses; 25% de reintegro,todos los días,Vigente hasta el 01 de octubre del 2026,No especificado,Límites de compras: - Reintegros del 25% con límite de compra mensual de hasta Gs; límite de compra mensual de Gs; Gs. 2.000.000; Gs. 50.000.000,"Todos los jueves, en Women'Secret. - 25% de reintegro en el extracto, y, todos los días, hasta 12 cuotas sin intereses pagando con las tarjetas de crédito Privilege Continental. exclusivamente a través del POS Dinelco. Límites de compras: - Reintegros del 25% con límite de compra mensual de hasta Gs. 2.000.000 por cuenta de tarjeta. - Cuotas sin intereses con límite de compra mensual de Gs. 50.000.000 por cuenta de tarjeta Aplica únicamente para compras presenciales. No aplica para pagos vía POS Virtual. Vigente hasta el 01 de octubre del 2026. (*) No participan las tarjetas Pre-Pagas,Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/Logos_para_By_C_Privilege_30_e47e1d4743.png,https://www.bancontinental.com.py/api/comercios?_limit=-1
Promociones especiales,Continental,Adelanto en efectivo,hasta 12 cuotas sin intereses,Todos los días,Vigente hasta el 24 de junio de 2027,Todo el país,No especificado,"Todos los días, en ATM’s Continental de todo el país y a través de la app Contimóvil. - Adelantá efectivo en hasta 12 cuotas sin intereses. Disponible para tarjetas de crédito físicas y virtuales. Válido con tarjetas de crédito Continental para operaciones realizadas en cajeros automáticos de la red Dinelco y a través de la app Contimóvil. No aplica para adelantos vía POS. Vigente hasta el 24 de junio de 2027. (*) No participan las tarjetas Prepagas, Gourmet Card, ni Cabal. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/img_tarjetas_principal_c56242298c_fd50180111_a2f48584b6.jpeg,https://www.bancontinental.com.py/api/comercios?_limit=-1
Promociones especiales,Continental,Intercolegial - Las Almenas,20%; 20% de reintegro,No especificado,No especificado,Asunción,Límite de compra de hasta Gs; Gs. 200.000,"En compra de entradas y cantina del Intercolegial Las Almenas. - 20% de reintegro. Límite de compra de hasta Gs. 200.000 por cuenta de tarjeta, compartido entre compras de entradas y cantina. Válido pagando con tarjetas de crédito Continental. Exclusivo en POS Dinelco. Aplica únicamente para compras o pagos presenciales vía POS físico, con tarjeta física o QR. No aplica para pagos online, a través de links de pago o POS virtuales. Vigencia de la promoción: - Del 20 al 23 de agosto de 2026. - Del 28 al 30 de agosto de 2026. - Del 04 al 06 de septiembre de 2026. (*) No participan las tarjetas Prepagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/IMG_20260722_WA_0005_72fe8f899e.jpeg,https://www.bancontinental.com.py/api/comercios?_limit=-1
Promociones especiales,Continental,Koala,50%; Hasta 12 cuotas sin intereses; 10% de reintegro; 45% de descuento,todos los días,Vigente hasta el 27 de agosto de 2026,Todo el país,Límite de compra mensual de hasta Gs; Gs. 8.000.000; Gs. 50.000.000,"Los jueves de agosto, en Koala. - Hasta 45% de descuento en caja (en productos seleccionados) - 10% de reintegro. Límite de compra mensual de hasta Gs. 8.000.000 por cuenta de tarjeta. Además, todos los días: - Hasta 12 cuotas sin intereses. Límite de compra mensual de hasta Gs. 50.000.000 por cuenta de tarjeta. Válido pagando con tarjetas de crédito Continental. Exclusivo en POS Dinelco. Aplica únicamente para compras o pagos presenciales, vía POS físico. No aplica para pagos online, a través links de pago o POS virtuales. Vigente hasta el 27 de agosto de 2026. Promoción válida en los siguientes comercios: Asunción: - Koala Artigas: Avda. Artigas esq. Capitán Lombardo. - Koala Avda. Eusebio Ayala: Avda. Eusebio Ayala 695 c/ Capitán Rivarola. - Koala Km 5: Avda. Eusebio Ayala casi De La Victoria. - Koala Shopping Multiplaza: Avda. Eusebio Ayala, KM 5. Local N° 007 Planta Baja. - Koala Mercado 4: Avda. Perú esq. Ana Díaz. - Koala Multimarcas Asunción: Avda. Fernando de la Mora 1690 casi Panambi Reta. - Koala Quinta Avenida: Avda. Acuña de Figueroa esq. Estados Unidos. - Koala Sacramento: Avda. Santísimo Sacramento esq. Profesor Samaniego. - Koala Villa Morra: Avda. República Argentina casi Dr. Hassler. Capiatá - Koala Capiatá: Ruta Mcal. Estigarribia esq. Pettirossi. Caaguazú: - Avda. José A. Flores casi Emiliano R. Fernández (Campo 9). - Bernardino Caballero casi Juan E. O'Leary. Ciudad del Este: - Avda. Bernardino Caballero esq. Avda. Van Aeken (Pte. Franco). - Avda. Julio Cesar Riquelme, Km 7 Lago Monday. - Super Carretera Mcal. Francisco Solano López esq. Las Acacias (Área 1). Concepción: - Gral. Bernardino Caballero esq. Screibert. Coronel Bogado - Ruta PY 01 Coronel Oviedo: - Avda. Mcal. Estigarribia y Boquerón. Curuguaty: - Avda. 14 de mayo esq. Juan J. Rotela. Encarnación: - Mcal. José Félix Estigarribia Nº 1.710. Eusebio Ayala (Barrero Grande): - Independencia Nacional casi 25 de Noviembre. Fernando de la Mora - Sueñolar: Avda. Mcal. López esquina Libertad - Koala 4 Mojones: Avda. Fernando de la Mora esq. Defensores del Chaco. Hernandarias: - Juan E'Oleary esq. Supercarretera. Hohenau: - Avda. Osvaldo Tischler Itauguá: - Ruta PY 02 Km 41. - Ruta PY 02 Mcal. Estigarribia, Km. 30. Lambaré: - Koala Lambaré: Avda. Cacique Lambaré esq. Prof. Dr. Nicolás Ocampo. Luque: - Koala Luque: Avda. General Aquino casi Del Maestro. - Koala Luque 2: Avda. Corrales entre Rojas Silva e Independencia Nacional. - Koala Luque 3: Calle 14 de mayo casi Balderrama. Mariano Roque Alonso: - Koala Loma Pyta: Ruta Transchaco Km. 11 ½. - Koala M.R.A: Ruta Transchaco casi Boquerón. Minga Guazú: - Ruta 7 Gaspar Rodriguez de Francia Km 16 Ñemby: - Koala Ñemby: Acceso Sur y Arq. Tomás Romero Pereira. Paraguarí: - Ruta 1 Mcal. Francisco Solano López km 83 y Concejal V.(Carapeguá). Pedro Juan Caballero: - Calle Carlos Antonio López esq. Teresa Roa Caballero Pilar: - Avda. Irala esq. Sgt. Azzarini San Ignacio - Misiones: - Ruta PY 01 Mcal. Estigarribia (frente a la Plaza Central San Roque González de Santa Cruz). San Juan Bautista - Misiones: - Raul Villalba entre M. Bogarín Argaña y Pedro J. Caballero. San Juan Nepomuceno: - Humaitá casi Pa'i Fariña - Barrio Central. San Lorenzo: - Koala Salemma: Ruta Mcal. Estigarribia y Avda. Pastora Céspedes. - Koala San Lorenzo 1: Avda. Manuel O. Guerrero esq. José B. Escobar - Koala San Lorenzo 2: Avda. Gaspar R. De Francia casi 10 De Agosto. - Koala San Lorenzo 3: Avda. Mariscal Estigarribia 2546 - Koala Shop. Pinedo: Avda. Mcal. López y 26 de febrero - Koala Shop. San Lorenzo: Ruta 2 Km 17,8 - Koala Avelino: Avda. Avelino Martinez esq. Paz del Chaco. San Pedro del Ycuamadyyú: - Ruta PY 03 casi Calle 3 Santa Rosa del Aguaray: - Ruta PY 03 Gral. Elizardo Aquino San Estanislao (Santaní): - Avda. Zoilo González N° 9021 esq. Mcal. López Villa Hayes: - Avda. Transchaco esq. Mcal. López esq. Gral. Caballero Ypacaraí: - Ruta PY02 Km 38,5. (*) No participan las tarjetas Prepagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/logo_koala_01a45279f6.png,https://www.bancontinental.com.py/api/comercios?_limit=-1
Promociones especiales,Continental,Las Hortensias - Cine,50%; 50% de reintegro,Todos los días,Vigente hasta el 10 de junio del 2027,Pilar,Límite de compra mensual de hasta Gs; Gs. 500.000,"Todos los días, en Las Hortensias - Cine - 50% de reintegro en el extracto, pagando con las tarjetas de crédito Continental (Black, Infinite y Privilege) exclusivamente a través del POS Dinelco . Límite de compra mensual de hasta Gs. 500.000 por cuenta de tarjeta. Aplica únicamente para compras o pagos presenciales, vía POS físico. No aplica para pagos online, a través links de pagos o POS virtuales. Vigente hasta el 10 de junio del 2027. (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/391f890b_9cad_4716_8c6c_dea6b718acb4_c5ab34e932.jpeg,https://www.bancontinental.com.py/api/comercios?_limit=-1
Promociones especiales,Continental,Mango /Cortefiel / Pedro de Hierro,25%; 25% de reintegro; 20% de reintegro,No especificado,Vigente hasta el 09 de agosto de 2026,Asunción,Límite de compra mensual de hasta Gs; Gs. 2.000.000; Gs. 1.000.000,"El 08 y 09 de agosto, en Mango, Cortefiel y Pedro del Hierro. - 25% de reintegro con Privilege Continental. Límite de compra mensual de hasta Gs. 2.000.000 por cuenta de tarjeta. - 20% de reintegro con Dinelco, Clásica, Oro, Black e Infinite. Límite de compra mensual de hasta Gs. 1.000.000 por cuenta de tarjeta. Válido pagando con tarjetas de crédito Continental. Exclusivo en POS Dinelco. Aplica únicamente para compras o pagos presenciales vía POS físico, con tarjeta física o QR. No aplica para pagos online, a través de links de pago o POS virtuales. Vigente hasta el 09 de agosto de 2026. (*) No participan las tarjetas Prepagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/imagen_8_6cd6c1c174.jpeg,https://www.bancontinental.com.py/api/comercios?_limit=-1
Promociones especiales,Continental,Puerto Liebig,Hasta 12 cuotas sin intereses,Todos los días,Vigente hasta el 12 de marzo de 2027,Asunción,Límite de compra mensual de hasta Gs; Gs. 90.000.000,"Todos los días, en Puerto Liebig. - Hasta 12 cuotas sin intereses, pagando con las tarjetas de crédito Continental Privilege, Infinite y Black, exclusivamente a través del POS Dinelco. Límite de compra mensual de hasta Gs. 90.000.000 por cuenta de tarjeta. Aplica únicamente para compras o pagos presenciales, vía POS físico. No aplican para pagos online, a través links de pagos o POS virtuales. Vigente hasta el 12 de marzo de 2027. (*) Beneficio exclusivo para compras de consumo personal o familiar, no aplica a compras con fines comerciales. (*) Reintegros y cuotas no son válidos para compras realizadas con tarjetas de débito. (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/Logo_PL_7fde6152f9.png,https://www.bancontinental.com.py/api/comercios?_limit=-1
Promociones especiales,Continental,Tiento Multimarcas - Promo especial,20%; 20% de reintegro,No especificado,Vigente hasta el sábado 08 de agosto de 2026,Caaguazú,Límite de compra mensual de Gs; Gs. 1.000.000,"El sábado 08 de agosto, en Tiento Multimarcas. - 20% de reintegro. Límite de compra mensual de Gs. 1.000.000 por cuenta de tarjeta. Válido pagando con tarjetas de crédito Continental. Exclusivo en POS Dinelco. Aplica únicamente para compras o pagos presenciales vía POS físico, con tarjeta física o QR. No aplica para pagos online, a través de links de pago o POS virtuales. Vigente hasta el sábado 08 de agosto de 2026. (*) No participan las tarjetas Prepagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/Tiento_especial_Feed_5742c0606c.png,https://www.bancontinental.com.py/api/comercios?_limit=-1
