Banco,Comercio/Promocion,Resumen cuadro,Vigencia,Desde,Hasta,Beneficios,% detectado,Tope detectado,Cuotas detectadas,Bases y condiciones URL,URL,Texto completo
Sudameris,CLUB SOCIAL ÁREA 1 (CDE),CLUB SOCIAL ÁREA 1 (CDE),• Todos los días. • Hasta el 30 de junio de 2028.,,30 de junio de 2028,"• 10% de reintegro en el extracto y exclusivamente a compras realizadas con Tarjetas de Crédito MasterCard y Visa, para pagos vía débito automático de las cuotas sociales del club. Tope de compra mensual: Gs. 440.000 por cuenta de tarjeta de crédito. • 20% de reintegro en el extracto todos los días en el gimnasio del Club. Aplica única y exclusivamente a compras realizadas con Tarjetas de Crédito MasterCard y Visa. Tope de compra mensual: Gs. 50.000 por cuenta de tarjeta de crédito. • 20% de reintegro en el extracto todos los días en la cantina y el restaurante del Club. Aplica única y exclusivamente a compras realizadas con Tarjetas de Crédito MasterCard y Visa. Tope de compra mensual: Gs. 300.000 por cuenta de tarjeta de crédito. • Pagos de cuotas atrasadas en hasta 12 cuotas sin intereses.",10%; 20%,Tope de compra mensual: Gs. 440.000; Tope de compra mensual: Gs. 50.000; Tope de compra mensual: Gs. 300.000,hasta 12 cuotas sin intereses,,https://www.sudameris.com.py/beneficios/destacado/297/detalle,"CLUB SOCIAL ÁREA 1 - CIUDAD DEL ESTE VIGENCIA • Todos los días. • Hasta el 30 de junio de 2028. BENEFICIOS • 10% de reintegro en el extracto y exclusivamente a compras realizadas con Tarjetas de Crédito MasterCard y Visa, para pagos vía débito automático de las cuotas sociales del club. Tope de compra mensual: Gs. 440.000 por cuenta de tarjeta de crédito. • 20% de reintegro en el extracto todos los días en el gimnasio del Club. Aplica única y exclusivamente a compras realizadas con Tarjetas de Crédito MasterCard y Visa. Tope de compra mensual: Gs. 50.000 por cuenta de tarjeta de crédito. • 20% de reintegro en el extracto todos los días en la cantina y el restaurante del Club. Aplica única y exclusivamente a compras realizadas con Tarjetas de Crédito MasterCard y Visa. Tope de compra mensual: Gs. 300.000 por cuenta de tarjeta de crédito. • Pagos de cuotas atrasadas en hasta 12 cuotas sin intereses."
Sudameris,CLUB DEPORTIVO ALEMÁN (DTA),CLUB DEPORTIVO ALEMÁN (DTA),,,,exclusivos de ser socio del Club Deportivo Alemán • 10% de reintegro para pago de las cuotas sociales a través de débito automático. Tope de compra mensual por cuenta de tarjeta de crédito: Gs. 500.000. • 20% de reintegro en los locales gastronómicos dentro del club todos los días. Tope de compra mensual por cuenta de tarjeta de crédito: Gs. 500.000. • Hasta 12 cuotas sin intereses para el pago de las cuotas sociales en caja del Club.,10%; 20%,Tope de compra mensual por cuenta de tarjeta de crédito: Gs. 500.000.,Hasta 12 cuotas sin intereses,,https://www.sudameris.com.py/beneficios/destacado/403/detalle,Disfrutá los beneficios exclusivos de ser socio del Club Deportivo Alemán • 10% de reintegro para pago de las cuotas sociales a través de débito automático. Tope de compra mensual por cuenta de tarjeta de crédito: Gs. 500.000. • 20% de reintegro en los locales gastronómicos dentro del club todos los días. Tope de compra mensual por cuenta de tarjeta de crédito: Gs. 500.000. • Hasta 12 cuotas sin intereses para el pago de las cuotas sociales en caja del Club.
Sudameris,CLUB PORVENIR GUAIREÑO,CLUB PORVENIR GUAIREÑO,,,,: • 10% de reintegro en débitos automáticos del Club pagando con tarjetas de crédito de Sudameris • Hasta 12 cuotas sin interés • Todos los días desde el 21-05-24 al 15-03-27,10%,,Hasta 12 cuotas sin interés,https://www.sudameris.com.py/storage/app/uploads/public/66a/7b5/751/66a7b575105fc511105794.pdf,https://www.sudameris.com.py/beneficios/destacado/451/detalle,"Suma emociones a tu vida y visita el Club Porvenir Guaireño, donde cada momento se convierte en una aventura por descubrir. Beneficios: • 10% de reintegro en débitos automáticos del Club pagando con tarjetas de crédito de Sudameris • Hasta 12 cuotas sin interés • Todos los días desde el 21-05-24 al 15-03-27"
Sudameris,CLUB CENTRO SOCIAL ENCARNACIÓN,CLUB CENTRO SOCIAL ENCARNACIÓN,• Hasta el 15 de enero 2027.,,15 de enero 2027,"• 10% de reintegro en el extracto exclusivamente vía debito automático en el pago de las cuotas sociales para compras realizadas con Tarjetas de Crédito MasterCard y Visa del banco Sudameris. • 20% de reintegro en el extracto exclusivamente en la cantina del club para compras realizadas con Tarjetas de Crédito MasterCard y Visa del banco Sudameris. • Hasta 12 Cuotas sin interés para pagos de cuotas sociales: Ingreso, atrasadas, adelantadas. En las cajas del club.",10%; 20%,,Hasta 12 Cuotas sin interés,https://www.sudameris.com.py/storage/app/uploads/public/69c/42f/315/69c42f3155c04156741548.pdf,https://www.sudameris.com.py/beneficios/destacado/477/detalle,"CLUB SOCIAL DE ENCARNACIÓN VIGENCIA • Hasta el 15 de enero 2027. BENEFICIOS • 10% de reintegro en el extracto exclusivamente vía debito automático en el pago de las cuotas sociales para compras realizadas con Tarjetas de Crédito MasterCard y Visa del banco Sudameris. • 20% de reintegro en el extracto exclusivamente en la cantina del club para compras realizadas con Tarjetas de Crédito MasterCard y Visa del banco Sudameris. • Hasta 12 Cuotas sin interés para pagos de cuotas sociales: Ingreso, atrasadas, adelantadas. En las cajas del club."
Sudameris,CLUB CONCEPCIÓN,CLUB CONCEPCIÓN,: • Todos los días desde el 9 de setiembre al 31 de agosto del 2028 • Todos los días desde el 31 de octubre al 31 de agosto del 2028 del débito automático del club,,,: • 20% de reintegro con tarjetas de crédito en el restaurante del club • Hasta 12 cuotas sin interés. • 10% de reintegro exclusivo para pagos vía débito automático con tarjetas de crédito.,10%; 20%,,Hasta 12 cuotas sin interés,,https://www.sudameris.com.py/beneficios/destacado/522/detalle,CLUB CONCEPCIÓN Beneficios: • 20% de reintegro con tarjetas de crédito en el restaurante del club • Hasta 12 cuotas sin interés. • 10% de reintegro exclusivo para pagos vía débito automático con tarjetas de crédito. Vigencia: • Todos los días desde el 9 de setiembre al 31 de agosto del 2028 • Todos los días desde el 31 de octubre al 31 de agosto del 2028 del débito automático del club
Sudameris,LINCOLN,LINCOLN,• Todos los días. • Desde el 01 de agosto hasta el 30 de septiembre 2026.,01 de agosto,30 de septiembre 2026,• 20% de reintegro directo pagando con tarjetas de crédito de Sudameris. • Hasta 12 cuotas sin interés.,20%,,Hasta 12 cuotas sin interés,https://www.sudameris.com.py/storage/app/uploads/public/6a7/383/b55/6a7383b55698a953053746.pdf,https://www.sudameris.com.py/beneficios/destacado/797/detalle,LINCOLN VIGENCIA • Todos los días. • Desde el 01 de agosto hasta el 30 de septiembre 2026. BENEFICIOS • 20% de reintegro directo pagando con tarjetas de crédito de Sudameris. • Hasta 12 cuotas sin interés.
Sudameris,SUDAMERIS GO- CUOTAS,SUDAMERIS GO- CUOTAS,: • Del 12 de febrero del 2026 al 31 de diciembre del 2026.,,,: • Hasta 18 cuotas sin intereses.,,,Hasta 18 cuotas sin intereses,https://www.sudameris.com.py/storage/app/uploads/public/699/714/934/69971493464f1762224767.pdf,https://www.sudameris.com.py/beneficios/destacado/820/detalle,PROMOCIÓN 18 CUOTAS SIN INTERESES Vigencia: • Del 12 de febrero del 2026 al 31 de diciembre del 2026. Beneficio: • Hasta 18 cuotas sin intereses.
Sudameris,CLUB SOCIAL ÁREA 4 - CIUDAD DEL ESTE,CLUB SOCIAL ÁREA 4 - CIUDAD DEL ESTE,• Todos los días. • Desde el 11 de febrero hasta el 31 de diciembre 2026..,11 de febrero,31 de diciembre 2026,"• 10% de reintegro en el extracto y exclusivamente a compras realizadas con Tarjetas de Crédito MasterCard y Visa, para pagos vía débito automático de las cuotas sociales del club. Tope de compra mensual: Gs. 300.000 por cuenta de tarjeta de crédito. • Hasta 12 cuotas sin interés.",10%,Tope de compra mensual: Gs. 300.000,Hasta 12 cuotas sin interés,https://www.sudameris.com.py/storage/app/uploads/public/699/f5b/828/699f5b828c811880796131.pdf,https://www.sudameris.com.py/beneficios/destacado/826/detalle,"CLUB SOCIAL ÁREA 4 - CIUDAD DEL ESTE VIGENCIA • Todos los días. • Desde el 11 de febrero hasta el 31 de diciembre 2026.. BENEFICIOS • 10% de reintegro en el extracto y exclusivamente a compras realizadas con Tarjetas de Crédito MasterCard y Visa, para pagos vía débito automático de las cuotas sociales del club. Tope de compra mensual: Gs. 300.000 por cuenta de tarjeta de crédito. • Hasta 12 cuotas sin interés."
Sudameris,FRIGOMAS,FRIGOMAS,• Viernes. • Desde el 07 de agosto al 25 de septiembre 2026.,,,• 25% de reintegro directo pagando con tarjetas de crédito de Sudameris.,25%,,,https://www.sudameris.com.py/storage/app/uploads/public/6a7/1f4/1c9/6a71f41c946b3085038968.pdf,https://www.sudameris.com.py/beneficios/destacado/846/detalle,FRIGOMAS - CARNES PARAGUAYAS VIGENCIA • Viernes. • Desde el 07 de agosto al 25 de septiembre 2026. BENEFICIOS • 25% de reintegro directo pagando con tarjetas de crédito de Sudameris.
Sudameris,SASPY EXPRESS,SASPY EXPRESS,• Desde el 06 de abril hasta el 30 de septiembre 2026.,06 de abril,30 de septiembre 2026,• 20% de reintegro directo pagando con tarjetas de crédito de Sudameris. • Hasta 10 cuotas sin interés. COMPRAS EN EL EXTERIOR – 6 CUOTAS SIN INTERÉS,20%,,Hasta 10 cuotas sin interés; 6 CUOTAS SIN INTERÉS,,https://www.sudameris.com.py/beneficios/destacado/849/detalle,SASPY EXPRESS VIGENCIA • Desde el 06 de abril hasta el 30 de septiembre 2026. BENEFICIOS • 20% de reintegro directo pagando con tarjetas de crédito de Sudameris. • Hasta 10 cuotas sin interés. COMPRAS EN EL EXTERIOR – 6 CUOTAS SIN INTERÉS VIGENCIA • Todos los días hasta el 31 de diciembre del 2026.
Sudameris,SERENDIPITY - LA HORNALLA - CANTINA COLEGIOS,SERENDIPITY - LA HORNALLA - CANTINA COLEGIOS,• Lunes a viernes. • Desde el 20 de abril hasta el 30 de noviembre 2026.,20 de abril,30 de noviembre 2026,• 15% de reintegro directo en extracto pagando con tarjetas de crédito de Sudameris.,15%,,,https://www.sudameris.com.py/storage/app/uploads/public/69e/12a/f55/69e12af55659f802356879.pdf,https://www.sudameris.com.py/beneficios/destacado/858/detalle,"SERENDIPITY CANTINA COLEGIOS: GOETHE, CAMPOALTO, LAS ALMENAS Y LAS ALMENITAS VIGENCIA • Lunes a viernes. • Desde el 20 de abril hasta el 30 de noviembre 2026. BENEFICIOS • 15% de reintegro directo en extracto pagando con tarjetas de crédito de Sudameris."
Sudameris,LIVE FITNESS,LIVE FITNESS,• Todos los días. • Desde el 27 de abril hasta el 31 de diciembre 2026.,27 de abril,31 de diciembre 2026,• Membresía trimestral: 10% de descuento en caja y hasta 3 cuotas sin intereses. • Membresía semestral: 15% de descuento en caja y hasta 6 cuotas sin intereses. • Membresía anual: 20% de descuento en caja y hasta 12 cuotas sin intereses.,10%; 15%; 20%,,hasta 3 cuotas sin intereses; hasta 6 cuotas sin intereses; hasta 12 cuotas sin intereses,https://www.sudameris.com.py/storage/app/uploads/public/69e/789/268/69e7892689190976133153.pdf,https://www.sudameris.com.py/beneficios/destacado/861/detalle,LIVE FITNESS – ASUNCION VIGENCIA • Todos los días. • Desde el 27 de abril hasta el 31 de diciembre 2026. BENEFICIOS • Membresía trimestral: 10% de descuento en caja y hasta 3 cuotas sin intereses. • Membresía semestral: 15% de descuento en caja y hasta 6 cuotas sin intereses. • Membresía anual: 20% de descuento en caja y hasta 12 cuotas sin intereses.
Sudameris,LE BISTRO DE LA ROTONDE – DISTRITO PERSEVERANCIA,LE BISTRO DE LA ROTONDE – DISTRITO PERSEVERANCIA,• De lunes a miércoles. • Desde el 06 de julio hasta el 30 de septiembre 2026.,06 de julio,30 de septiembre 2026,"• 20% de reintegro directo en extracto, con tarjetas de crédito de Sudameris. • 25% de reintegro directo en extracto, con tarjetas de crédito MasterCard Black y Visa Infinite de Sudameris.",20%; 25%,,,https://www.sudameris.com.py/storage/app/uploads/public/6a4/816/78e/6a481678e2eff427859734.pdf,https://www.sudameris.com.py/beneficios/destacado/897/detalle,"LE BISTRO DE LA ROTONDE – DISTRITO PERSEVERANCIA VIGENCIA • De lunes a miércoles. • Desde el 06 de julio hasta el 30 de septiembre 2026. BENEFICIOS • 20% de reintegro directo en extracto, con tarjetas de crédito de Sudameris. • 25% de reintegro directo en extracto, con tarjetas de crédito MasterCard Black y Visa Infinite de Sudameris."
Sudameris,PARANA HOGAR / COLCHONES,PARANA HOGAR / COLCHONES,• Todos los viernes. • Desde el 03 de agosto hasta el 31 de octubre 2026.,03 de agosto,31 de octubre 2026,• 30% de reintegro directo en extracto pagando con tarjetas de crédito de Sudameris. • Hasta 12 cuotas sin intereses.,30%,,Hasta 12 cuotas sin intereses,https://www.sudameris.com.py/storage/app/uploads/public/6a7/5d4/ad8/6a75d4ad8ad06272020953.pdf,https://www.sudameris.com.py/beneficios/destacado/903/detalle,PARANA HOGAR / COLCHONES VIGENCIA • Todos los viernes. • Desde el 03 de agosto hasta el 31 de octubre 2026. BENEFICIOS • 30% de reintegro directo en extracto pagando con tarjetas de crédito de Sudameris. • Hasta 12 cuotas sin intereses.
Sudameris,BABY COTTONS,BABY COTTONS,• Desde el 17 de agosto hasta el 31 de agosto 2026.,17 de agosto,31 de agosto 2026,• Hasta 50% de descuento en caja en productos seleccionados pagando con tarjetas de crédito de Sudameris. • +10% adicional de descuento en caja en productos seleccionados pagando con tarjetas de crédito de Sudameris. • Hasta 10 cuotas sin interés.,10%; 50%,,Hasta 10 cuotas sin interés,https://www.sudameris.com.py/storage/app/uploads/public/6a8/369/786/6a83697867c9a120079631.pdf,https://www.sudameris.com.py/beneficios/destacado/908/detalle,BABY COTTONS VIGENCIA • Desde el 17 de agosto hasta el 31 de agosto 2026. BENEFICIOS • Hasta 50% de descuento en caja en productos seleccionados pagando con tarjetas de crédito de Sudameris. • +10% adicional de descuento en caja en productos seleccionados pagando con tarjetas de crédito de Sudameris. • Hasta 10 cuotas sin interés.
Sudameris,ADOLFO DOMINGUEZ,ADOLFO DOMINGUEZ,• Desde el 17 de agosto hasta el 31 de agosto 2026.,17 de agosto,31 de agosto 2026,• Hasta 50% de descuento en caja en productos seleccionados pagando con tarjetas de crédito de Sudameris. • + 10% adicional de descuento en caja en productos seleccionados pagando con tarjetas de crédito de Sudameris. • Hasta 10 cuotas sin interés.,10%; 50%,,Hasta 10 cuotas sin interés,https://www.sudameris.com.py/storage/app/uploads/public/6a8/36a/9d3/6a836a9d33fe8744957299.pdf,https://www.sudameris.com.py/beneficios/destacado/909/detalle,ADOLFO DOMINGUEZ VIGENCIA • Desde el 17 de agosto hasta el 31 de agosto 2026. BENEFICIOS • Hasta 50% de descuento en caja en productos seleccionados pagando con tarjetas de crédito de Sudameris. • + 10% adicional de descuento en caja en productos seleccionados pagando con tarjetas de crédito de Sudameris. • Hasta 10 cuotas sin interés.
Sudameris,ESTANCIAS,ESTANCIAS,• Desde el 17 de agosto hasta el 31 de agosto 2026.,17 de agosto,31 de agosto 2026,• Hasta 50% de descuento en caja en productos seleccionados pagando con tarjetas de crédito de Sudameris. • + 10% adicional de descuento en caja en productos seleccionados pagando con tarjetas de crédito de Sudameris. • Hasta 10 cuotas sin interés.,10%; 50%,,Hasta 10 cuotas sin interés,https://www.sudameris.com.py/storage/app/uploads/public/6a8/36a/d99/6a836ad99c4f7764097642.pdf,https://www.sudameris.com.py/beneficios/destacado/910/detalle,ESTANCIAS VIGENCIA • Desde el 17 de agosto hasta el 31 de agosto 2026. BENEFICIOS • Hasta 50% de descuento en caja en productos seleccionados pagando con tarjetas de crédito de Sudameris. • + 10% adicional de descuento en caja en productos seleccionados pagando con tarjetas de crédito de Sudameris. • Hasta 10 cuotas sin interés.
Sudameris,CARO CUORE,CARO CUORE,• Desde el 17 de agosto hasta el 31 de agosto 2026.,17 de agosto,31 de agosto 2026,• Hasta 50% de descuento en caja en productos seleccionados pagando con tarjetas de crédito de Sudameris. • + 10% adicional de descuento en caja en productos seleccionados pagando con tarjetas de crédito de Sudameris. • Hasta 10 cuotas sin interés.,10%; 50%,,Hasta 10 cuotas sin interés,https://www.sudameris.com.py/storage/app/uploads/public/6a8/36b/199/6a836b19982d8487009046.pdf,https://www.sudameris.com.py/beneficios/destacado/911/detalle,CARO CUORE VIGENCIA • Desde el 17 de agosto hasta el 31 de agosto 2026. BENEFICIOS • Hasta 50% de descuento en caja en productos seleccionados pagando con tarjetas de crédito de Sudameris. • + 10% adicional de descuento en caja en productos seleccionados pagando con tarjetas de crédito de Sudameris. • Hasta 10 cuotas sin interés.
Sudameris,RAPSODIA,RAPSODIA,• Desde el 17 de agosto hasta el 31 de agosto 2026.,17 de agosto,31 de agosto 2026,• Hasta 50% de descuento en caja en productos seleccionados pagando con tarjetas de crédito de Sudameris. • + 10% adicional de descuento en caja en productos seleccionados pagando con tarjetas de crédito de Sudameris. • Hasta 10 cuotas sin interés.,10%; 50%,,Hasta 10 cuotas sin interés,https://www.sudameris.com.py/storage/app/uploads/public/6a8/36b/3ca/6a836b3ca0df6747487638.pdf,https://www.sudameris.com.py/beneficios/destacado/912/detalle,RAPSODIA VIGENCIA • Desde el 17 de agosto hasta el 31 de agosto 2026. BENEFICIOS • Hasta 50% de descuento en caja en productos seleccionados pagando con tarjetas de crédito de Sudameris. • + 10% adicional de descuento en caja en productos seleccionados pagando con tarjetas de crédito de Sudameris. • Hasta 10 cuotas sin interés.
